"index","address","amount","status"
0,"0xb267a6cc3c4ef82326b802cfa7093c4be4c25c11","4235.551583",
1,"0x5ad5d14fd858a729736aad114a25f89319f9a2d8","3795.732451",
2,"0x0e7720b77be5480d88111fd5805e72c1c5996be0","3004.133496",
3,"0x4bf4e3a59add035c479cde89d98103cb65dca941","2244.654756",
4,"0x5da9ac2b36fe8415df9ac15e3fbee99de5dc000a","2244.654756",
5,"0xd0f50c0431b76fa58aeefdd68617acb4e0628051","2131.462455",
6,"0x5fc8e6724f69cb3ecce03adaa4512ac3596166bb","1861.890784",
7,"0x254242457f3f61d9050e451a61a107ea92d5e2b1","1646.53749",
8,"0x07861cb633ad87604b35a57c64b5de278a8275aa","1449.745034",
9,"0x6d90ab69ad831ee4cdd11be8e185b7843d1bd385","1419.305374",
10,"0x5426f039c05b65dba6ce6e775f1bc24cd057e51a","1021.034315",
11,"0x3d5176e3cbefa9d0cd37f5a10f44440adac087c8","990.5430549",
12,"0x542a313e799f4828d3dc2360e7a73bc76d7939ed","969.9827133",
13,"0xa072b4950857b10851f082ef09ee033dbcbbbba1","968.7735493",
14,"0xa54eec957386246ee0da4fdb3d92c0c31528946e","785.8695485",
15,"0x6e3b517074da068d52cff10d914b502d762e5c52","730.0048347",
16,"0x887c3599c4826f7b3cde82003b894430f27d5b92","655.102858",
17,"0x3eb93907bbf063f87accd265b420830f21304ae9","619.7675754",
18,"0xbdb67c68e09e0db48a04dd410fde577e192eacb5","587.0111981",
19,"0x3eafaaa0117efb80f94b827b5e7e26b5830d5636","553.8339854",
20,"0xbe9b3933ecc52fba404448fb02975825b0cd341e","548.4253009",
21,"0xe2287618badc7bd39df00b8555b44614ea91a120","534.0676151",
22,"0x7075191e9054c8b7460fc3e761f9d0a499a688d3","527.7505749",
23,"0xa39e8001a245d14bf4ac5393791c67f652ff83fa","506.1372423",
24,"0xe9b6f1cf616dd478e9aa8117e4d57c1d4e3d64e6","489.8060971",
25,"0x1e13e5b5acbb0c3f0fde50fe7661fdf75df8f932","467.0826975",
26,"0xcd69c30f219f8f14d3ab78b895ae89dc63d5b2ec","436.5623584",
27,"0x810e65132c5ba12ab2874e4d05299046abe0556b","424.1084068",
28,"0x09ed20cc0d5edb090b182269e34895cfda3134fd","404.8240503",
29,"0x3daec79dce0955bc5a820cdfd37323b6e40b396e","382.7609671",
30,"0xbba06256d6b676eac77ffea3249b31c5c43b64bd","363.9516743",
31,"0x022eb305961429bad9e95f7760b9bdd84578aace","338.7568608",
32,"0x56dbad2493cb2b9f57a107336a0e9ba2a628acc0","333.8321908",
33,"0xe4344b1ce3d141f113d7f04e8df4f2946dfce4af","329.6880818",
34,"0x82272c9fb9578c7669cdbde8393c1e34c9bbaaf9","327.7043371",
35,"0xcae6a32bd566157375df56a996134a1bae4081d7","322.0455348",
36,"0xb83db9578437da938c608dd9e17e8120bd9281ae","311.323042",
37,"0x99878c105d7cee8465fbe23b105a0c2e1c29d688","305.8118111",
38,"0x00b8cf5347b1d716af821df508f0c6a9037a367a","300.8509636",
39,"0x3291f57e1a1d2cdf4e614162be9298c5f49f4d14","299.4398275",
40,"0x2a4cdc9bbd937023a95e50185c0c027647f5a7b5","280.733108",
41,"0xf8e6ea3593c17738151ec0ed760dc160fe765b95","277.1513454",
42,"0x70d0c25cb955bc6e33c08acf171e3dbb2a6401d0","267.6007956",
43,"0xd406c013b7419158ca68617ecf7d3e3f40800c13","257.0821347",
44,"0x15b3392708755a9f7aac3b33b401d7efa3d52f38","251.4925213",
45,"0x5122b4d90185958faa110a3a02b647c755b977fd","243.9981389",
46,"0xa4ac2bc6cfb8e0f313f9c822210b44bd9e5fca72","241.8636204",
47,"0x353807396aa42b7fea5a98d1da7cebcdd6e0406a","235.7502129",
48,"0xe5f1b1e838d120ea43ce21088b4e6aabc092c995","234.6390909",
49,"0x90d76ccf4866a21f0f3d06f1acdb42bfdfc53796","223.881891",
50,"0x1cb5e92252df128d4b629ddf414be5033f39ed04","215.8184058",
51,"0xbc3a39b66dee57c816e8d20ff0e55e418a71425f","214.9519845",
52,"0xcae721fa2f3b4a6410ab2bc2d6e6e2bcd05154bb","212.5098509",
53,"0xf3081157bf9d12e4c7e746abe326ae2de7a6c8bd","209.7173696",
54,"0x8eec49c06322ad8181ca3bbab3899507977bb9d8","201.5174854",
55,"0x331609f6086e0728cbe22b89e1ea283f7b3f5458","199.3088763",
56,"0x8408994a8779fead20934e9569b6e89bb4e0d0fd","174.648487",
57,"0xef9d67db3d19f7c324473435613f3335f515b2ae","170.0363497",
58,"0x7e8cdb62ccfb8b870ef2766a20151ecec0eb29b5","168.6711364",
59,"0xfefe61d43844bd8b034a11f33c88b5c9ed1caae1","166.2884493",
60,"0xd011b4e50da6a332765aa9ce67fc72a8eeccc1db","161.380021",
61,"0xfffcdf981d58eb28a8b270a0f9d5e7ff7bd8cbf5","161.0914634",
62,"0x588031347beaa0d43978bc8c0094138a67d1a071","159.8361489",
63,"0xe8bf41d8506d1578c746ccd22a8f1b202c5b7e36","159.2969547",
64,"0x2a3048eb11d2dd84c5a591cf0b56c57442cfb80d","143.5256074",
65,"0x9fc77b38ecbd1fda95db75356bba0933d28c9a4a","134.4058418",
66,"0x8fb186b94756f5658d16df90abce4b84bceea31e","134.4058418",
67,"0x3d0ec0adbe7c22ee54f1221f5b023471a1c86e51","134.3449896",
68,"0xc0a8d7c093ecefd6f4aebe97172731c6a5d5fff6","128.2497584",
69,"0x2dccb797c9820add981e21516b4c5d96cd3f5c8c","127.3962859",
70,"0x0520a79d355b4ba2875f08cda1eb604eddc99c19","125.9575026",
71,"0x109cbb5f91951b29c025294ea2b8678ff1386d0e","124.3611283",
72,"0x8b8193b2232994d695ae236c02aa32c035e5efe7","116.3711837",
73,"0xdbf04c4744954ba4058134daabd80c73895185d1","115.02025",
