"index","address","amount","status"
0,"0xb267a6cc3c4ef82326b802cfa7093c4be4c25c11","8471.103167",
1,"0x5ad5d14fd858a729736aad114a25f89319f9a2d8","7591.464903",
2,"0x0e7720b77be5480d88111fd5805e72c1c5996be0","6008.266992",
3,"0x4bf4e3a59add035c479cde89d98103cb65dca941","4489.309512",
4,"0x5da9ac2b36fe8415df9ac15e3fbee99de5dc000a","4489.309512",
5,"0xd0f50c0431b76fa58aeefdd68617acb4e0628051","4262.92491",
6,"0x5fc8e6724f69cb3ecce03adaa4512ac3596166bb","3723.781568",
7,"0x254242457f3f61d9050e451a61a107ea92d5e2b1","3293.074979",
8,"0x07861cb633ad87604b35a57c64b5de278a8275aa","2899.490068",
9,"0x6d90ab69ad831ee4cdd11be8e185b7843d1bd385","2838.610747",
10,"0x5426f039c05b65dba6ce6e775f1bc24cd057e51a","2042.068631",
11,"0x3d5176e3cbefa9d0cd37f5a10f44440adac087c8","1981.08611",
12,"0x542a313e799f4828d3dc2360e7a73bc76d7939ed","1939.965427",
13,"0xa072b4950857b10851f082ef09ee033dbcbbbba1","1937.547099",
14,"0xa54eec957386246ee0da4fdb3d92c0c31528946e","1571.739097",
15,"0x6e3b517074da068d52cff10d914b502d762e5c52","1460.009669",
16,"0x887c3599c4826f7b3cde82003b894430f27d5b92","1310.205716",
17,"0x3eb93907bbf063f87accd265b420830f21304ae9","1239.535151",
18,"0xbdb67c68e09e0db48a04dd410fde577e192eacb5","1174.022396",
19,"0x3eafaaa0117efb80f94b827b5e7e26b5830d5636","1107.667971",
20,"0xbe9b3933ecc52fba404448fb02975825b0cd341e","1096.850602",
21,"0xe2287618badc7bd39df00b8555b44614ea91a120","1068.13523",
22,"0x7075191e9054c8b7460fc3e761f9d0a499a688d3","1055.50115",
23,"0xa39e8001a245d14bf4ac5393791c67f652ff83fa","1012.274485",
24,"0xe9b6f1cf616dd478e9aa8117e4d57c1d4e3d64e6","979.6121943",
25,"0x1e13e5b5acbb0c3f0fde50fe7661fdf75df8f932","934.165395",
26,"0xcd69c30f219f8f14d3ab78b895ae89dc63d5b2ec","873.1247168",
27,"0x810e65132c5ba12ab2874e4d05299046abe0556b","848.2168136",
28,"0x09ed20cc0d5edb090b182269e34895cfda3134fd","809.6481006",
29,"0x3daec79dce0955bc5a820cdfd37323b6e40b396e","765.5219342",
30,"0xbba06256d6b676eac77ffea3249b31c5c43b64bd","727.9033486",
31,"0x022eb305961429bad9e95f7760b9bdd84578aace","677.5137216",
32,"0x56dbad2493cb2b9f57a107336a0e9ba2a628acc0","667.6643816",
33,"0xe4344b1ce3d141f113d7f04e8df4f2946dfce4af","659.3761636",
34,"0x82272c9fb9578c7669cdbde8393c1e34c9bbaaf9","655.4086742",
35,"0xcae6a32bd566157375df56a996134a1bae4081d7","644.0910696",
36,"0xb83db9578437da938c608dd9e17e8120bd9281ae","622.646084",
37,"0x99878c105d7cee8465fbe23b105a0c2e1c29d688","611.6236223",
38,"0x00b8cf5347b1d716af821df508f0c6a9037a367a","601.7019272",
39,"0x3291f57e1a1d2cdf4e614162be9298c5f49f4d14","598.879655",
40,"0x2a4cdc9bbd937023a95e50185c0c027647f5a7b5","561.4662161",
41,"0xf8e6ea3593c17738151ec0ed760dc160fe765b95","554.3026907",
42,"0x70d0c25cb955bc6e33c08acf171e3dbb2a6401d0","535.2015911",
43,"0xd406c013b7419158ca68617ecf7d3e3f40800c13","514.1642694",
44,"0x15b3392708755a9f7aac3b33b401d7efa3d52f38","502.9850427",
45,"0x5122b4d90185958faa110a3a02b647c755b977fd","487.9962779",
46,"0xa4ac2bc6cfb8e0f313f9c822210b44bd9e5fca72","483.7272408",
47,"0x353807396aa42b7fea5a98d1da7cebcdd6e0406a","471.5004258",
48,"0xe5f1b1e838d120ea43ce21088b4e6aabc092c995","469.2781818",
49,"0x90d76ccf4866a21f0f3d06f1acdb42bfdfc53796","447.7637821",
50,"0x1cb5e92252df128d4b629ddf414be5033f39ed04","431.6368116",
51,"0xbc3a39b66dee57c816e8d20ff0e55e418a71425f","429.903969",
52,"0xcae721fa2f3b4a6410ab2bc2d6e6e2bcd05154bb","425.0197019",
53,"0xf3081157bf9d12e4c7e746abe326ae2de7a6c8bd","419.4347392",
54,"0x8eec49c06322ad8181ca3bbab3899507977bb9d8","403.0349708",
55,"0x331609f6086e0728cbe22b89e1ea283f7b3f5458","398.6177525",
56,"0x8408994a8779fead20934e9569b6e89bb4e0d0fd","349.2969739",
57,"0xef9d67db3d19f7c324473435613f3335f515b2ae","340.0726995",
58,"0x7e8cdb62ccfb8b870ef2766a20151ecec0eb29b5","337.3422728",
59,"0xfefe61d43844bd8b034a11f33c88b5c9ed1caae1","332.5768986",
60,"0xd011b4e50da6a332765aa9ce67fc72a8eeccc1db","322.7600419",
61,"0xfffcdf981d58eb28a8b270a0f9d5e7ff7bd8cbf5","322.1829269",
62,"0x588031347beaa0d43978bc8c0094138a67d1a071","319.6722978",
63,"0xe8bf41d8506d1578c746ccd22a8f1b202c5b7e36","318.5939095",
64,"0x2a3048eb11d2dd84c5a591cf0b56c57442cfb80d","287.0512148",
65,"0x9fc77b38ecbd1fda95db75356bba0933d28c9a4a","268.8116836",
66,"0x8fb186b94756f5658d16df90abce4b84bceea31e","268.8116836",
67,"0x3d0ec0adbe7c22ee54f1221f5b023471a1c86e51","268.6899792",
68,"0xc0a8d7c093ecefd6f4aebe97172731c6a5d5fff6","256.4995168",
69,"0x2dccb797c9820add981e21516b4c5d96cd3f5c8c","254.7925719",
70,"0x0520a79d355b4ba2875f08cda1eb604eddc99c19","251.9150053",
71,"0x109cbb5f91951b29c025294ea2b8678ff1386d0e","248.7222566",
72,"0x8b8193b2232994d695ae236c02aa32c035e5efe7","232.7423674",
73,"0xdbf04c4744954ba4058134daabd80c73895185d1","230.0405",
74,"0x9a6c4436eaced8a99e14a395da42525012e0b69f","219.941673",
75,"0x18b0046ef6ee3fd03ba91a190e37e7ae72b89d8b","219.5095786",
76,"0x4d06565af9af0ca66f567886ebde4e73b605ec99","217.8873184",
77,"0xac5ce0b37a0706c2fe3a05a1650a58a42919c270","215.0493479",
78,"0x935e98a2f2bb86de2f2f0b74e9f0bd4eb8ffc545","211.2991378",
79,"0xa8415ff438cc85e81899c1c2fb68fa8b55f1e1bd","209.1277266",
80,"0x87c3155e99e2de012a320a4a2855d1d2b1ec3b2c","205.7165624",
81,"0x549b96e3fd3b7c8f5a884035bf8072492056a6a0","202.0557864",
82,"0x927c9b3a68c1e90df35b3b36ee9d30d8933da791","200.0747165",
83,"0x1b4c50fd959dd39e60b039414ddca777b369d589","189.6648248",
84,"0x98eb6d6c5caa5455a851faab397c6ff1484aaa2e","186.285776",
85,"0xf978c2cbe1ed541419bba845121106334850cfd9","182.6319001",
86,"0x13685983825bb557dcc603e4b7d07d564a11246f","177.2917125",
87,"0x5022e5906cd7eccc9c2f0c3d6b58e66ab0b0140f","170.0293293",
88,"0xdc589f8514b7e9ed335a2906ce4f9bf0e267b6ec","166.0078335",
89,"0x897bee5f34f5dee5b60e8a51a2cad35c84121a95","164.5518575",
